target_id,target_name,target_family,predictor,availability_status,reason
metabolite_csv:cataract_2104,cataract_2104,Eye disease,DXA/body-composition traits,Available,DXA/body-composition traits are in ukb43216 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:cataract_2104,cataract_2104,Eye disease,Eye imaging IDs/acquisition metadata,Available,Eye imaging file identifiers and acquisition metadata exist in the retrieved application returns; this does not include image pixels.
metabolite_csv:cataract_2104,cataract_2104,Eye disease,Cognitive assessment features,Available,Cognitive assessment fields are in the eye-brain returns and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:cataract_2104,cataract_2104,Eye disease,Proteomics panel,Missing,Derived from requested-data status: no whole proteomics panel was retrieved locally.
metabolite_csv:cataract_2104,cataract_2104,Eye disease,Genetics / WES / WGS,Missing,"Derived from requested-data status: no genotype, imputation, exome, genome, or telomere files were retrieved locally."
metabolite_csv:cataract_2104,cataract_2104,Eye disease,Actual imaging assets,Missing,"Derived from requested-data status: file IDs are present for some imaging, but the image files themselves are not retrieved."
metabolite_csv:cataract_date_2104,cataract_date_2104,Eye disease,Conventional covariates / metadata,Available,"Demographic, visit, physical, lifestyle, and questionnaire metadata are present in the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:cataract_date_2104,cataract_date_2104,Eye disease,Routine clinical biomarkers,Available,"Routine blood/urine biomarker fields are present and are alignable within the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:cataract_date_2104,cataract_date_2104,Eye disease,NMR metabolomics,Available,METABOLITE.csv aligns with eye-kidney by eid_ckd and with eye-brain through bridge_brain.dta.
metabolite_csv:cataract_date_2104,cataract_date_2104,Eye disease,Brain MRI scalar traits,Available,Brain MRI scalar traits are in ukb42577 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:cataract_date_2104,cataract_date_2104,Eye disease,DXA/body-composition traits,Available,DXA/body-composition traits are in ukb43216 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:cataract_date_2104,cataract_date_2104,Eye disease,Eye imaging IDs/acquisition metadata,Available,Eye imaging file identifiers and acquisition metadata exist in the retrieved application returns; this does not include image pixels.
metabolite_csv:cataract_date_2104,cataract_date_2104,Eye disease,Cognitive assessment features,Available,Cognitive assessment fields are in the eye-brain returns and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:cataract_date_2104,cataract_date_2104,Eye disease,Proteomics panel,Missing,Derived from requested-data status: no whole proteomics panel was retrieved locally.
metabolite_csv:cataract_date_2104,cataract_date_2104,Eye disease,Genetics / WES / WGS,Missing,"Derived from requested-data status: no genotype, imputation, exome, genome, or telomere files were retrieved locally."
metabolite_csv:cataract_date_2104,cataract_date_2104,Eye disease,Actual imaging assets,Missing,"Derived from requested-data status: file IDs are present for some imaging, but the image files themselves are not retrieved."
metabolite_csv:glaucoma_2104,glaucoma_2104,Eye disease,Conventional covariates / metadata,Available,"Demographic, visit, physical, lifestyle, and questionnaire metadata are present in the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:glaucoma_2104,glaucoma_2104,Eye disease,Routine clinical biomarkers,Available,"Routine blood/urine biomarker fields are present and are alignable within the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:glaucoma_2104,glaucoma_2104,Eye disease,NMR metabolomics,Available,METABOLITE.csv aligns with eye-kidney by eid_ckd and with eye-brain through bridge_brain.dta.
metabolite_csv:glaucoma_2104,glaucoma_2104,Eye disease,Brain MRI scalar traits,Available,Brain MRI scalar traits are in ukb42577 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:glaucoma_2104,glaucoma_2104,Eye disease,DXA/body-composition traits,Available,DXA/body-composition traits are in ukb43216 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:glaucoma_2104,glaucoma_2104,Eye disease,Eye imaging IDs/acquisition metadata,Available,Eye imaging file identifiers and acquisition metadata exist in the retrieved application returns; this does not include image pixels.
metabolite_csv:glaucoma_2104,glaucoma_2104,Eye disease,Cognitive assessment features,Available,Cognitive assessment fields are in the eye-brain returns and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:glaucoma_2104,glaucoma_2104,Eye disease,Proteomics panel,Missing,Derived from requested-data status: no whole proteomics panel was retrieved locally.
metabolite_csv:glaucoma_2104,glaucoma_2104,Eye disease,Genetics / WES / WGS,Missing,"Derived from requested-data status: no genotype, imputation, exome, genome, or telomere files were retrieved locally."
metabolite_csv:glaucoma_2104,glaucoma_2104,Eye disease,Actual imaging assets,Missing,"Derived from requested-data status: file IDs are present for some imaging, but the image files themselves are not retrieved."
metabolite_csv:glaucoma_date_2104,glaucoma_date_2104,Eye disease,Conventional covariates / metadata,Available,"Demographic, visit, physical, lifestyle, and questionnaire metadata are present in the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:glaucoma_date_2104,glaucoma_date_2104,Eye disease,Routine clinical biomarkers,Available,"Routine blood/urine biomarker fields are present and are alignable within the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:glaucoma_date_2104,glaucoma_date_2104,Eye disease,NMR metabolomics,Available,METABOLITE.csv aligns with eye-kidney by eid_ckd and with eye-brain through bridge_brain.dta.
metabolite_csv:glaucoma_date_2104,glaucoma_date_2104,Eye disease,Brain MRI scalar traits,Available,Brain MRI scalar traits are in ukb42577 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:glaucoma_date_2104,glaucoma_date_2104,Eye disease,DXA/body-composition traits,Available,DXA/body-composition traits are in ukb43216 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:glaucoma_date_2104,glaucoma_date_2104,Eye disease,Eye imaging IDs/acquisition metadata,Available,Eye imaging file identifiers and acquisition metadata exist in the retrieved application returns; this does not include image pixels.
metabolite_csv:glaucoma_date_2104,glaucoma_date_2104,Eye disease,Cognitive assessment features,Available,Cognitive assessment fields are in the eye-brain returns and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:glaucoma_date_2104,glaucoma_date_2104,Eye disease,Proteomics panel,Missing,Derived from requested-data status: no whole proteomics panel was retrieved locally.
metabolite_csv:glaucoma_date_2104,glaucoma_date_2104,Eye disease,Genetics / WES / WGS,Missing,"Derived from requested-data status: no genotype, imputation, exome, genome, or telomere files were retrieved locally."
metabolite_csv:glaucoma_date_2104,glaucoma_date_2104,Eye disease,Actual imaging assets,Missing,"Derived from requested-data status: file IDs are present for some imaging, but the image files themselves are not retrieved."
metabolite_csv:incident_cataract_2104,incident_cataract_2104,Eye disease,Conventional covariates / metadata,Available,"Demographic, visit, physical, lifestyle, and questionnaire metadata are present in the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:incident_cataract_2104,incident_cataract_2104,Eye disease,Routine clinical biomarkers,Available,"Routine blood/urine biomarker fields are present and are alignable within the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:incident_cataract_2104,incident_cataract_2104,Eye disease,NMR metabolomics,Available,METABOLITE.csv aligns with eye-kidney by eid_ckd and with eye-brain through bridge_brain.dta.
metabolite_csv:incident_cataract_2104,incident_cataract_2104,Eye disease,Brain MRI scalar traits,Available,Brain MRI scalar traits are in ukb42577 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:incident_cataract_2104,incident_cataract_2104,Eye disease,DXA/body-composition traits,Available,DXA/body-composition traits are in ukb43216 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:incident_cataract_2104,incident_cataract_2104,Eye disease,Eye imaging IDs/acquisition metadata,Available,Eye imaging file identifiers and acquisition metadata exist in the retrieved application returns; this does not include image pixels.
metabolite_csv:incident_cataract_2104,incident_cataract_2104,Eye disease,Cognitive assessment features,Available,Cognitive assessment fields are in the eye-brain returns and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:incident_cataract_2104,incident_cataract_2104,Eye disease,Proteomics panel,Missing,Derived from requested-data status: no whole proteomics panel was retrieved locally.
metabolite_csv:incident_cataract_2104,incident_cataract_2104,Eye disease,Genetics / WES / WGS,Missing,"Derived from requested-data status: no genotype, imputation, exome, genome, or telomere files were retrieved locally."
metabolite_csv:incident_cataract_2104,incident_cataract_2104,Eye disease,Actual imaging assets,Missing,"Derived from requested-data status: file IDs are present for some imaging, but the image files themselves are not retrieved."
metabolite_csv:incident_glaucoma_2104,incident_glaucoma_2104,Eye disease,Conventional covariates / metadata,Available,"Demographic, visit, physical, lifestyle, and questionnaire metadata are present in the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:incident_glaucoma_2104,incident_glaucoma_2104,Eye disease,Routine clinical biomarkers,Available,"Routine blood/urine biomarker fields are present and are alignable within the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:incident_glaucoma_2104,incident_glaucoma_2104,Eye disease,NMR metabolomics,Available,METABOLITE.csv aligns with eye-kidney by eid_ckd and with eye-brain through bridge_brain.dta.
metabolite_csv:incident_glaucoma_2104,incident_glaucoma_2104,Eye disease,Brain MRI scalar traits,Available,Brain MRI scalar traits are in ukb42577 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:incident_glaucoma_2104,incident_glaucoma_2104,Eye disease,DXA/body-composition traits,Available,DXA/body-composition traits are in ukb43216 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:incident_glaucoma_2104,incident_glaucoma_2104,Eye disease,Eye imaging IDs/acquisition metadata,Available,Eye imaging file identifiers and acquisition metadata exist in the retrieved application returns; this does not include image pixels.
metabolite_csv:incident_glaucoma_2104,incident_glaucoma_2104,Eye disease,Cognitive assessment features,Available,Cognitive assessment fields are in the eye-brain returns and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:incident_glaucoma_2104,incident_glaucoma_2104,Eye disease,Proteomics panel,Missing,Derived from requested-data status: no whole proteomics panel was retrieved locally.
metabolite_csv:incident_glaucoma_2104,incident_glaucoma_2104,Eye disease,Genetics / WES / WGS,Missing,"Derived from requested-data status: no genotype, imputation, exome, genome, or telomere files were retrieved locally."
metabolite_csv:incident_glaucoma_2104,incident_glaucoma_2104,Eye disease,Actual imaging assets,Missing,"Derived from requested-data status: file IDs are present for some imaging, but the image files themselves are not retrieved."
metabolite_csv:prior_cataract_2104,prior_cataract_2104,Eye disease,Conventional covariates / metadata,Available,"Demographic, visit, physical, lifestyle, and questionnaire metadata are present in the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
